datetime,Tilt,Status,Event,Tide,CurrentVelocity,WaveOrbitalVelocity
2022-01-30 15:01:00,16.586888301531,N,,,,
2022-01-30 15:02:00,16.5791345560392,N,,,,
2022-01-30 15:03:00,16.5287428166219,N,,,,
2022-01-30 15:04:00,16.5713811229293,N,,,,
2022-01-30 15:05:00,16.4783642260358,N,,,,
2022-01-30 15:06:00,16.5326186368192,N,,,,
2022-01-30 15:07:00,16.424125007719,N,,,,
2022-01-30 15:08:00,16.455116990034,N,,,,
2022-01-30 15:09:00,16.3892649328212,N,,,,
2022-01-30 15:10:00,16.4822390365328,N,,,,
2022-01-30 15:11:00,16.4667402595305,N,,,,
2022-01-30 15:12:00,16.4008842639942,N,,,,
2022-01-30 15:13:00,16.4628657589494,N,,,,
2022-01-30 15:14:00,16.408630870068,N,,,,
2022-01-30 15:15:00,16.3853919764578,N,,,,
2022-01-30 15:16:00,16.451242721655,N,,,,
2022-01-30 15:17:00,16.3931379661836,N,,,,
2022-01-30 15:18:00,16.424125007719,N,,,,
2022-01-30 15:19:00,16.3350505404979,N,,,,
2022-01-30 15:20:00,16.4977390540936,N,,,,
2022-01-30 15:21:00,16.3776462946385,N,,,,
2022-01-30 15:22:00,16.373773569138,N,,,,
2022-01-30 15:23:00,16.4357464214756,N,,,,
2022-01-30 15:24:00,16.4047575284871,N,,,,
2022-01-30 15:25:00,16.4202513575626,N,,,,
2022-01-30 15:26:00,16.424125007719,N,,,,
2022-01-30 15:27:00,16.3621558540063,N,,,,
2022-01-30 15:28:00,16.4628657589494,N,,,,
2022-01-30 15:29:00,16.455116990034,N,,,,
2022-01-30 15:30:00,16.3660283488442,N,,,,
2022-01-30 15:31:00,16.3311786597806,N,,,,
2022-01-30 15:32:00,16.3970110765672,N,,,,
2022-01-30 15:33:00,16.2731096363753,N,,,,
2022-01-30 15:34:00,16.470614837557,N,,,,
2022-01-30 15:35:00,16.5713811229293,N,,,,
2022-01-30 15:36:00,16.5907652914763,N,,,,
2022-01-30 15:37:00,16.5326186368192,N,,,,
2022-01-30 15:38:00,16.4744894930513,N,,,,
2022-01-30 15:39:00,16.6450513680472,N,,,,
2022-01-30 15:40:00,16.5675045234613,N,,,,
2022-01-30 15:41:00,16.5403705107145,N,,,,
2022-01-30 15:42:00,16.5558751931361,N,,,,
2022-01-30 15:43:00,16.5713811229293,N,,,,
2022-01-30 15:44:00,16.5713811229293,N,,,,
2022-01-30 15:45:00,16.5519989056457,N,,,,
2022-01-30 15:46:00,16.5597515585872,N,,,,
2022-01-30 15:47:00,16.4899888901539,N,,,,
2022-01-30 15:48:00,16.5287428166219,N,,,,
2022-01-30 15:49:00,16.4163777845835,N,,,,
2022-01-30 15:50:00,16.586888301531,N,,,,
2022-01-30 15:51:00,16.5519989056457,N,,,,
2022-01-30 15:52:00,16.5519989056457,N,,,,
2022-01-30 15:53:00,16.6217840267913,N,,,,
2022-01-30 15:54:00,16.5791345560392,N,,,,
2022-01-30 15:55:00,16.586888301531,N,,,,
2022-01-30 15:56:00,16.5326186368192,N,,,,
2022-01-30 15:57:00,16.5713811229293,N,,,,
2022-01-30 15:58:00,16.5946423595845,N,,,,
2022-01-30 15:59:00,16.6023967303794,N,,,,
2022-01-30 16:00:00,16.6217840267913,N,,,,
2022-01-30 16:01:00,16.7071114367467,N,,,,
2022-01-30 16:02:00,16.710990860212,N,,,,
2022-01-30 16:03:00,16.5326186368192,N,,,,
2022-01-30 16:04:00,16.6799576787157,N,,,,
2022-01-30 16:05:00,16.6644429770315,N,,,,
2022-01-30 16:06:00,16.7032320921204,N,,,,
2022-01-30 16:07:00,16.6877155015529,N,,,,
2022-01-30 16:08:00,16.5326186368192,N,,,,
2022-01-30 16:09:00,16.6179064109132,N,,,,
2022-01-30 16:10:00,16.5907652914763,N,,,,
2022-01-30 16:11:00,16.5248670742283,N,,,,
2022-01-30 16:12:00,16.470614837557,N,,,,
2022-01-30 16:13:00,16.4783642260358,N,,,,
2022-01-30 16:14:00,16.4589913357913,N,,,,
2022-01-30 16:15:00,16.470614837557,N,,,,
2022-01-30 16:16:00,16.3931379661836,N,,,,
2022-01-30 16:17:00,16.2382764709693,N,,,,
2022-01-30 16:18:00,16.3156919033391,N,,,,
2022-01-30 16:19:00,16.3931379661836,N,,,,
2022-01-30 16:20:00,16.5636280020214,N,,,,
2022-01-30 16:21:00,16.4396203805646,N,,,,
2022-01-30 16:22:00,16.598519505878,N,,,,
2022-01-30 16:23:00,16.5519989056457,N,,,,
2022-01-30 16:24:00,16.6101514140957,N,,,,
2022-01-30 16:25:00,16.501614252489,N,,,,
2022-01-30 16:26:00,16.8468205258256,N,,,,
2022-01-30 16:27:00,16.6411732817744,N,,,,
2022-01-30 16:28:00,16.5519989056457,N,,,,
2022-01-30 16:29:00,16.6140288733555,N,,,,
2022-01-30 16:30:00,16.5713811229293,N,,,,
2022-01-30 16:31:00,16.6683215345101,N,,,,
2022-01-30 16:32:00,16.672200170602,N,,,,
2022-01-30 16:33:00,16.4899888901539,N,,,,
2022-01-30 16:34:00,16.470614837557,N,,,,
2022-01-30 16:35:00,16.3970110765672,N,,,,
2022-01-30 16:36:00,16.4434944169426,N,,,,
2022-01-30 16:37:00,16.3970110765672,N,,,,
2022-01-30 16:38:00,16.4667402595305,N,,,,
2022-01-30 16:39:00,16.3273068557284,N,,,,
2022-01-30 16:40:00,16.3466666428619,N,,,,
2022-01-30 16:41:00,16.4667402595305,N,,,,
2022-01-30 16:42:00,16.3427945320162,N,,,,
2022-01-30 16:43:00,16.520991409616,N,,,,
2022-01-30 16:44:00,16.447368530632,N,,,,
2022-01-30 16:45:00,16.3699009205474,N,,,,
2022-01-30 16:46:00,16.3156919033391,N,,,,
2022-01-30 16:47:00,16.4783642260358,N,,,,
2022-01-30 16:48:00,16.373773569138,N,,,,
2022-01-30 16:49:00,16.3815190970709,N,,,,
2022-01-30 16:50:00,16.4163777845835,N,,,,
2022-01-30 16:51:00,16.3621558540063,N,,,,
2022-01-30 16:52:00,16.4318725396532,N,,,,
2022-01-30 16:53:00,16.408630870068,N,,,,
2022-01-30 16:54:00,16.373773569138,N,,,,
2022-01-30 16:55:00,16.3931379661836,N,,,,
2022-01-30 16:56:00,16.3544110948372,N,,,,
2022-01-30 16:57:00,16.3892649328212,N,,,,
2022-01-30 16:58:00,16.5326186368192,N,,,,
2022-01-30 16:59:00,16.3350505404979,N,,,,
2022-01-30 17:00:00,16.3931379661836,N,,,,
2022-01-30 17:01:00,16.3892649328212,N,,,,
2022-01-30 17:02:00,16.4396203805646,N,,,,
2022-01-30 17:03:00,16.3311786597806,N,,,,
2022-01-30 17:04:00,16.3273068557284,N,,,,
2022-01-30 17:05:00,16.3466666428619,N,,,,
2022-01-30 17:06:00,16.3931379661836,N,,,,
2022-01-30 17:07:00,16.3002063721148,N,,,,
2022-01-30 17:08:00,16.4279987350751,N,,,,
2022-01-30 17:09:00,16.4163777845835,N,,,,
2022-01-30 17:10:00,16.373773569138,N,,,,
2022-01-30 17:11:00,16.3079489846637,N,,,,
2022-01-30 17:12:00,16.3892649328212,N,,,,
2022-01-30 17:13:00,16.470614837557,N,,,,
2022-01-30 17:14:00,16.4279987350751,N,,,,
2022-01-30 17:15:00,16.455116990034,N,,,,
2022-01-30 17:16:00,16.4357464214756,N,,,,
2022-01-30 17:17:00,16.4434944169426,N,,,,
2022-01-30 17:18:00,16.4279987350751,N,,,,
2022-01-30 17:19:00,16.3892649328212,N,,,,
2022-01-30 17:20:00,16.4279987350751,N,,,,
2022-01-30 17:21:00,16.4744894930513,N,,,,
2022-01-30 17:22:00,16.4396203805646,N,,,,
2022-01-30 17:23:00,16.5171158227626,N,,,,
2022-01-30 17:24:00,16.4667402595305,N,,,,
2022-01-30 17:25:00,16.4977390540936,N,,,,
2022-01-30 17:26:00,16.4396203805646,N,,,,
2022-01-30 17:27:00,16.4434944169426,N,,,,
2022-01-30 17:28:00,16.451242721655,N,,,,
2022-01-30 17:29:00,16.5442465644574,N,,,,
2022-01-30 17:30:00,16.4318725396532,N,,,,
2022-01-30 17:31:00,16.4938639333228,N,,,,
2022-01-30 17:32:00,16.4279987350751,N,,,,
2022-01-30 17:33:00,16.5907652914763,N,,,,
2022-01-30 17:34:00,16.3466666428619,N,,,,
2022-01-30 17:35:00,16.3931379661836,N,,,,
2022-01-30 17:36:00,16.4202513575626,N,,,,
2022-01-30 17:37:00,16.3931379661836,N,,,,
2022-01-30 17:38:00,16.4396203805646,N,,,,
2022-01-30 17:39:00,16.4357464214756,N,,,,
2022-01-30 17:40:00,16.373773569138,N,,,,
2022-01-30 17:41:00,16.5054895285311,N,,,,
2022-01-30 17:42:00,16.5558751931361,N,,,,
2022-01-30 17:43:00,16.5093648822425,N,,,,
2022-01-30 17:44:00,16.5287428166219,N,,,,
2022-01-30 17:45:00,16.7420290888479,N,,,,
2022-01-30 17:46:00,17.0526915223143,N,,,,
2022-01-30 17:47:00,17.033260079525,N,,,,
2022-01-30 17:48:00,16.9827477688733,N,,,,
2022-01-30 17:49:00,17.0449187027654,N,,,,
2022-01-30 17:50:00,17.2665714515618,N,,,,
2022-01-30 17:51:00,18.3123768382597,N,,,,
2022-01-30 17:52:00,17.6482848439696,N,,,,
2022-01-30 17:53:00,17.3249452988474,N,,,,
2022-01-30 17:54:00,17.589807323415,N,,,,
2022-01-30 17:55:00,17.033260079525,N,,,,
2022-01-30 17:56:00,17.332729878924,N,,,,
2022-01-30 17:57:00,19.6246838975754,N,,,,
2022-01-30 17:58:00,18.9868848966921,N,,,,
2022-01-30 17:59:00,18.7669825913617,N,,,,
2022-01-30 18:00:00,18.6179265460661,N,,,,
2022-01-30 18:01:00,18.3006357509208,N,,,,
